13	J	3308
12	R	3308
8	J	3313
12	J	3313
8	R	3313
8	W	3313
11	R	3313
11	J	3318
10	R	3318
10	J	3323
9	R	3323
9	J	3328
16	R	3328
16	J	3333
15	R	3333
15	J	3338
14	R	3338
14	J	3343
13	R	3343
13	J	3348
12	R	3348
12	J	3353
11	R	3353
11	J	3358
10	R	3358
10	J	3363
9	R	3363
9	J	3368
16	R	3368
16	J	3373
15	R	3373
15	J	3378
14	R	3378
14	J	3383
13	R	3383
13	J	3388
12	R	3388
12	J	3393
11	R	3393
11	J	3398
10	R	3398
10	J	3403
9	R	3403
9	J	3408
16	R	3408
16	J	3413
15	R	3413
8	J	3418
15	J	3418
8	R	3418
8	W	3418
14	R	3418
14	J	3423
13	R	3423
13	J	3428
12	R	3428
12	J	3433
11	R	3433
11	J	3438
10	R	3438
10	J	3443
9	R	3443
9	J	3448
16	R	3448
16	J	3453
15	R	3453
15	J	3458
14	R	3458
14	J	3463
13	R	3463
13	J	3468
12	R	3468
12	J	3473
11	R	3473
11	J	3478
10	R	3478
10	J	3483
9	R	3483
9	W	3483
16	R	3483
16	J	3488
15	R	3488
15	J	3493
14	R	3493
14	J	3498
13	R	3498
13	J	3503
12	R	3503
12	J	3508
11	R	3508
11	J	3513
10	R	3513
10	J	3518
16	R	3518
8	J	3523
16	J	3523
8	R	3523
8	W	3523
15	R	3523
15	J	3528
14	R	3528
14	J	3533
13	R	3533
13	J	3538
12	R	3538
12	J	3543
11	R	3543
11	J	3548
10	R	3548
10	J	3553
16	R	3553
16	J	3558
15	R	3558
15	J	3563
14	R	3563
14	J	3568
13	R	3568
13	J	3573
12	R	3573
12	J	3578
11	R	3578
11	J	3583
10	R	3583
9	J	3588
10	J	3588
9	R	3588
9	W	3588
16	R	3588
16	J	3593
15	R	3593
15	J	3598
14	R	3598
14	J	3603
13	R	3603
13	J	3608
12	R	3608
12	J	3613
11	R	3613
11	J	3618
10	R	3618
10	J	3623
16	R	3623
8	J	3628
16	J	3628
8	R	3628
8	J	3637
15	R	3637
15	J	3642
14	R	3642
14	J	3647
13	R	3647
13	J	3652
12	R	3652
12	J	3657
11	R	3657
11	J	3662
10	R	3662
10	J	3667
16	R	3667
16	J	3672
15	R	3672
15	J	3677
14	R	3677
14	J	3682
13	R	3682
13	J	3687
12	R	3687
9	J	3692
12	J	3692
9	R	3692
9	W	3692
11	R	3692
11	J	3697
10	R	3697
10	J	3702
8	R	3702
8	J	3707
16	R	3707
16	J	3712
15	R	3712
15	J	3717
14	R	3717
14	J	3722
13	R	3722
13	J	3727
12	R	3727
12	J	3732
11	R	3732
11	J	3737
10	R	3737
10	J	3742
8	R	3742
8	J	3747
16	R	3747
16	J	3752
15	R	3752
15	J	3757
14	R	3757
14	J	3762
13	R	3762
13	J	3767
12	R	3767
12	J	3772
11	R	3772
11	J	3777
10	R	3777
10	J	3782
8	R	3782
8	J	3787
16	R	3787
16	J	3792
15	R	3792
9	J	3797
15	J	3797
9	R	3797
9	W	3797
14	R	3797
14	J	3802
13	R	3802
13	J	3807
12	R	3807
12	J	3812
11	R	3812
11	J	3817
10	R	3817
10	J	3822
8	R	3822
8	J	3827
16	R	3827
16	J	3832
15	R	3832
15	J	3837
14	R	3837
14	J	3842
13	R	3842
13	J	3847
12	R	3847
12	J	3852
11	R	3852
11	J	3857
10	R	3857
10	J	3862
8	R	3862
8	J	3867
16	R	3867
16	J	3872
15	R	3872
15	J	3877
14	R	3877
14	J	3882
13	R	3882
13	J	3887
12	R	3887
12	J	3892
11	R	3892
11	J	3897
10	R	3897
9	J	3902
10	J	3902
9	R	3902
9	W	3902
8	R	3902
8	J	3907
16	R	3907
16	J	3912
15	R	3912
15	J	3917
14	R	3917
14	J	3922
13	R	3922
13	J	3927
12	R	3927
12	J	3932
11	R	3932
11	J	3937
10	R	3937
10	J	3942
8	R	3942
8	J	3947
16	R	3947
16	J	3952
15	R	3952
15	J	3957
14	R	3957
14	J	3962
13	R	3962
13	J	3967
12	R	3967
12	J	3972
11	R	3972
11	J	3977
10	R	3977
10	J	3982
8	R	3982
8	J	3987
16	R	3987
16	J	3992
15	R	3992
15	J	3997
14	R	3997
14	J	4002
13	R	4002
9	J	4007
13	J	4007
9	R	4007
9	W	4007
12	R	4007
12	J	4012
11	R	4012
11	J	4017
10	R	4017
10	J	4022
8	R	4022
8	J	4027
16	R	4027
16	J	4032
15	R	4032
15	J	4037
14	R	4037
14	J	4042
13	R	4042
13	J	4047
12	R	4047
12	J	4052
11	R	4052
11	J	4057
10	R	4057
10	J	4062
8	R	4062
8	J	4067
16	R	4067
16	J	4072
15	R	4072
15	J	4077
14	R	4077
14	J	4082
13	R	4082
13	J	4087
12	R	4087
12	J	4092
11	R	4092
11	J	4097
10	R	4097
10	J	4102
8	R	4102
8	J	4107
16	R	4107
9	J	4112
16	J	4112
9	R	4112
9	W	4112
15	R	4112
15	J	4117
14	R	4117
14	J	4122
13	R	4122
13	J	4127
12	R	4127
12	J	4132
11	R	4132
11	J	4137
10	R	4137
10	J	4142
8	R	4142
8	J	4147
16	R	4147
16	J	4152
15	R	4152
15	J	4157
14	R	4157
14	J	4162
13	R	4162
13	J	4167
12	R	4167
12	J	4172
11	R	4172
11	J	4177
10	R	4177
10	J	4182
8	R	4182
8	J	4187
16	R	4187
16	J	4192
15	R	4192
15	J	4197
14	R	4197
14	J	4202
13	R	4202
13	J	4207
12	R	4207
12	J	4212
11	R	4212
9	J	4217
11	J	4217
9	R	4217
9	W	4217
10	R	4217
10	J	4222
8	R	4222
8	J	4227
16	R	4227
16	J	4232
15	R	4232
15	J	4237
14	R	4237
14	J	4242
13	R	4242
13	J	4247
12	R	4247
12	J	4252
11	R	4252
11	J	4257
10	R	4257
10	W	4257
8	R	4257
8	J	4262
16	R	4262
16	J	4267
15	R	4267
15	J	4272
14	R	4272
14	J	4277
13	R	4277
13	J	4282
12	R	4282
12	J	4287
11	R	4287
11	J	4292
8	R	4292
8	J	4297
16	R	4297
16	J	4302
15	R	4302
15	J	4307
14	R	4307
14	J	4312
13	R	4312
13	J	4317
12	R	4317
9	J	4322
12	J	4322
9	R	4322
9	J	4331
11	R	4331
11	J	4336
8	R	4336
8	J	4341
16	R	4341
16	J	4346
15	R	4346
15	J	4351
14	R	4351
14	J	4356
13	R	4356
10	J	4361
13	J	4361
10	R	4361
10	W	4361
12	R	4361
12	J	4366
11	R	4366
11	J	4371
9	R	4371
9	J	4376
8	R	4376
8	J	4381
16	R	4381
16	J	4386
15	R	4386
15	J	4391
14	R	4391
14	J	4396
13	R	4396
13	J	4401
12	R	4401
12	J	4406
11	R	4406
11	J	4411
9	R	4411
9	J	4416
8	R	4416
8	W	4417
16	R	4417
16	J	4422
15	R	4422
15	J	4427
14	R	4427
14	J	4432
13	R	4432
13	J	4437
12	R	4437
12	J	4442
11	R	4442
11	J	4447
9	R	4447
9	J	4452
16	R	4452
16	J	4457
15	R	4457
10	J	4462
15	J	4462
10	R	4462
10	W	4462
14	R	4462
14	J	4467
13	R	4467
13	J	4472
12	R	4472
12	J	4477
11	R	4477
11	J	4482
9	R	4482
9	J	4487
16	R	4487
16	J	4492
15	R	4492
15	J	4497
14	R	4497
14	J	4502
13	R	4502
13	J	4507
12	R	4507
12	J	4512
11	R	4512
11	J	4517
9	R	4517
8	J	4522
9	J	4522
8	R	4522
8	W	4522
16	R	4522
16	J	4527
15	R	4527
15	J	4532
14	R	4532
14	J	4537
13	R	4537
13	J	4542
12	R	4542
12	J	4547
11	R	4547
11	J	4552
9	R	4552
9	J	4557
16	R	4557
16	J	4562
15	R	4562
10	J	4567
15	J	4567
10	R	4567
10	W	4567
14	R	4567
14	J	4572
13	R	4572
13	J	4577
12	R	4577
12	J	4582
11	R	4582
11	J	4587
9	R	4587
9	J	4592
16	R	4592
16	J	4597
15	R	4597
15	J	4602
14	R	4602
14	J	4607
13	R	4607
13	J	4612
12	R	4612
12	J	4617
11	R	4617
11	J	4622
9	R	4622
8	J	4627
9	J	4627
8	R	4627
8	W	4627
16	R	4627
16	J	4632
15	R	4632
15	J	4637
14	R	4637
14	J	4642
13	R	4642
13	J	4647
12	R	4647
12	J	4652
11	R	4652
11	J	4657
9	R	4657
9	J	4662
16	R	4662
16	J	4667
15	R	4667
10	J	4672
15	J	4672
10	R	4672
10	W	4672
14	R	4672
14	J	4677
13	R	4677
13	J	4682
12	R	4682
12	J	4687
11	R	4687
11	J	4692
9	R	4692
9	J	4697
16	R	4697
16	J	4702
15	R	4702
15	J	4707
14	R	4707
14	J	4712
13	R	4712
13	J	4717
12	R	4717
12	J	4722
11	R	4722
11	J	4727
9	R	4727
8	J	4732
9	J	4732
8	R	4732
8	W	4732
16	R	4732
16	J	4737
15	R	4737
15	J	4742
14	R	4742
14	J	4747
13	R	4747
13	J	4752
12	R	4752
12	J	4757
11	R	4757
11	J	4762
9	R	4762
9	J	4767
16	R	4767
16	J	4772
15	R	4772
10	J	4777
15	J	4777
10	R	4777
10	W	4777
14	R	4777
14	J	4782
13	R	4782
13	J	4787
12	R	4787
12	J	4792
11	R	4792
11	J	4797
9	R	4797
9	J	4802
16	R	4802
16	J	4807
15	R	4807
15	J	4812
14	R	4812
14	J	4817
13	R	4817
13	J	4822
12	R	4822
12	J	4827
11	R	4827
11	J	4832
9	R	4832
8	J	4837
9	J	4837
8	R	4837
8	W	4837
16	R	4837
16	J	4842
15	R	4842
15	J	4847
14	R	4847
14	J	4852
13	R	4852
13	J	4857
12	R	4857
12	J	4862
11	R	4862
11	J	4867
9	R	4867
9	J	4872
16	R	4872
16	J	4877
15	R	4877
10	J	4882
15	J	4882
10	R	4882
10	W	4882
14	R	4882
14	J	4887
13	R	4887
13	J	4892
12	R	4892
12	J	4897
11	R	4897
11	J	4902
9	R	4902
9	J	4907
16	R	4907
16	J	4912
15	R	4912
15	J	4917
14	R	4917
14	J	4922
13	R	4922
13	J	4927
12	R	4927
12	J	4932
11	R	4932
11	J	4937
9	R	4937
8	J	4942
9	J	4942
8	R	4942
8	W	4942
16	R	4942
16	J	4947
15	R	4947
15	J	4952
14	R	4952
14	J	4957
13	R	4957
13	J	4962
12	R	4962
12	J	4967
11	R	4967
11	J	4972
9	R	4972
9	J	4977
16	R	4977
16	J	4982
15	R	4982
10	J	4987
15	J	4987
10	R	4987
10	J	4996
14	R	4996
14	J	5001
13	R	5001
13	J	5006
12	R	5006
12	J	5011
11	R	5011
11	W	5011
9	R	5011
9	J	5016
16	R	5016
16	J	5021
15	R	5021
15	J	5026
14	R	5026
14	J	5031
13	R	5031
13	J	5036
12	R	5036
12	J	5041
10	R	5041
8	J	5046
10	J	5046
8	R	5046
8	W	5046
9	R	5046
9	J	5051
16	R	5051
16	J	5056
15	R	5056
15	J	5061
14	R	5061
14	J	5066
13	R	5066
13	J	5071
12	R	5071
12	J	5076
10	R	5076
10	J	5081
9	R	5081
9	J	5086
16	R	5086
16	J	5091
15	R	5091
15	J	5096
14	R	5096
14	J	5101
13	R	5101
13	J	5106
12	R	5106
12	J	5111
10	R	5111
11	J	5116
10	J	5116
11	R	5116
11	W	5116
9	R	5116
9	J	5121
16	R	5121
16	J	5126
15	R	5126
15	J	5131
14	R	5131
14	J	5136
13	R	5136
13	J	5141
12	R	5141
12	J	5146
10	R	5146
8	J	5151
10	J	5151
8	R	5151
8	W	5151
9	R	5151
9	J	5156
16	R	5156
16	J	5161
15	R	5161
15	J	5166
14	R	5166
14	J	5171
13	R	5171
13	J	5176
12	R	5176
12	J	5181
10	R	5181
10	J	5186
9	R	5186
9	J	5191
16	R	5191
16	J	5196
15	R	5196
15	J	5201
14	R	5201
14	J	5206
13	R	5206
13	J	5211
12	R	5211
12	J	5216
10	R	5216
11	J	5221
10	J	5221
11	R	5221
11	W	5221
9	R	5221
9	J	5226
16	R	5226
16	J	5231
15	R	5231
15	J	5236
14	R	5236
14	J	5241
13	R	5241
13	J	5246
12	R	5246
12	J	5251
10	R	5251
8	J	5256
10	J	5256
8	R	5256
8	W	5256
9	R	5256
9	J	5261
16	R	5261
16	J	5266
15	R	5266
15	J	5271
14	R	5271
14	J	5276
13	R	5276
13	J	5281
12	R	5281
12	J	5286
10	R	5286
10	J	5291
9	R	5291
9	J	5296
16	R	5296
16	J	5301
15	R	5301
15	J	5306
14	R	5306
14	J	5311
13	R	5311
13	J	5316
12	R	5316
12	J	5321
10	R	5321
11	J	5326
10	J	5326
11	R	5326
11	W	5326
9	R	5326
9	J	5331
16	R	5331
16	J	5336
15	R	5336
15	J	5341
14	R	5341
14	J	5346
13	R	5346
13	J	5351
12	R	5351
12	J	5356
10	R	5356
8	J	5361
10	J	5361
8	R	5361
8	J	5370
9	R	5370
9	J	5375
16	R	5375
16	J	5380
15	R	5380
15	J	5385
14	R	5385
14	J	5390
13	R	5390
13	J	5395
12	R	5395
12	J	5400
10	R	5400
10	J	5405
9	R	5405
9	J	5410
8	R	5410
8	J	5415
16	R	5415
16	J	5420
15	R	5420
15	J	5425
14	R	5425
11	J	5430
14	J	5430
11	R	5430
11	W	5430
13	R	5430
13	J	5435
12	R	5435
12	J	5440
10	R	5440
10	J	5445
9	R	5445
9	J	5450
8	R	5450
8	J	5455
16	R	5455
16	J	5460
15	R	5460
15	J	5465
14	R	5465
14	J	5470
13	R	5470
13	J	5475
12	R	5475
12	J	5480
10	R	5480
10	J	5485
9	R	5485
9	J	5490
8	R	5490
8	J	5495
16	R	5495
16	J	5500
15	R	5500
15	J	5505
14	R	5505
14	J	5510
13	R	5510
13	J	5515
12	R	5515
12	J	5520
10	R	5520
10	J	5525
9	R	5525
9	J	5530
8	R	5530
11	J	5535
8	J	5535
11	R	5535
11	W	5535
16	R	5535
16	J	5540
15	R	5540
15	J	5545
14	R	5545
14	J	5550
13	R	5550
13	J	5555
12	R	5555
12	J	5560
10	R	5560
10	J	5565
9	R	5565
9	J	5570
8	R	5570
8	J	5575
16	R	5575
16	J	5580
15	R	5580
15	J	5585
14	R	5585
14	J	5590
13	R	5590
13	J	5595
12	R	5595
12	J	5600
10	R	5600
10	J	5605
9	R	5605
9	J	5610
8	R	5610
8	J	5615
16	R	5615
16	J	5620
15	R	5620
15	J	5625
14	R	5625
14	J	5630
13	R	5630
13	J	5635
12	R	5635
11	J	5640
12	J	5640
11	R	5640
11	J	5649
10	R	5649
10	J	5654
9	R	5654
9	J	5659
8	R	5659
8	J	5664
16	R	5664
16	J	5669
15	R	5669
15	J	5674
14	R	5674
14	J	5679
13	R	5679
13	J	5684
12	R	5684
12	J	5689
11	R	5689
11	J	5694
10	R	5694
10	J	5699
9	R	5699
9	J	5704
8	R	5704
8	J	5709
16	R	5709
16	J	5714
15	R	5714
15	J	5719
14	R	5719
14	J	5724
13	R	5724
13	J	5729
12	R	5729
12	J	5734
11	R	5734
11	J	5739
10	R	5739
10	J	5744
9	R	5744
9	J	5749
8	R	5749
8	J	5754
16	R	5754
16	J	5759
15	R	5759
15	J	5764
14	R	5764
14	J	5769
13	R	5769
13	J	5774
12	R	5774
12	W	5774
11	R	5774
11	J	5779
10	R	5779
10	J	5784
9	R	5784
9	W	5785
8	R	5785
8	J	5790
16	R	5790
16	J	5795
15	R	5795
15	J	5800
14	R	5800
14	J	5805
13	R	5805
13	J	5810
11	R	5810
11	J	5815
10	R	5815
10	J	5820
8	R	5820
8	J	5825
16	R	5825
16	J	5830
15	R	5830
15	J	5835
14	R	5835
14	J	5840
13	R	5840
13	J	5845
11	R	5845
11	J	5850
10	R	5850
10	J	5855
8	R	5855
8	J	5860
16	R	5860
16	J	5865
15	R	5865
15	J	5870
14	R	5870
12	J	5875
14	J	5875
12	R	5875
12	W	5875
13	R	5875
13	J	5880
11	R	5880
11	J	5885
10	R	5885
9	J	5890
10	J	5890
9	R	5890
9	W	5890
8	R	5890
8	J	5895
16	R	5895
16	J	5900
15	R	5900
15	J	5905
14	R	5905
14	J	5910
13	R	5910
13	J	5915
11	R	5915
11	J	5920
10	R	5920
10	J	5925
8	R	5925
8	J	5930
16	R	5930
16	J	5935
15	R	5935
15	J	5940
14	R	5940
14	J	5945
13	R	5945
13	J	5950
11	R	5950
11	J	5955
10	R	5955
10	J	5960
8	R	5960
8	J	5965
16	R	5965
16	J	5970
15	R	5970
15	J	5975
14	R	5975
12	J	5980
14	J	5980
12	R	5980
12	W	5980
13	R	5980
13	J	5985
11	R	5985
11	J	5990
10	R	5990
9	J	5995
10	J	5995
9	R	5995
9	W	5995
8	R	5995
8	J	6000
16	R	6000
16	J	6005
15	R	6005
15	J	6010
14	R	6010
14	J	6015
13	R	6015
13	J	6020
11	R	6020
11	J	6025
10	R	6025
10	J	6030
8	R	6030
8	J	6035
16	R	6035
16	J	6040
15	R	6040
15	J	6045
14	R	6045
14	J	6050
13	R	6050
13	J	6055
11	R	6055
11	J	6060
10	R	6060
10	J	6065
8	R	6065
8	J	6070
16	R	6070
16	J	6075
15	R	6075
3	J	6080
